plasmid_id	orf_id	start	end	strand	COG_category	COG_description	Domains	AMR_class	AMR_mechanism	AMR_gene	AMR_identity
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_66	46110	47021	1	S	Protein of unknown function (DUF1376)	PF07120|Protein of unknown function (DUF1376);mobidb-lite|consensus disorder prediction				
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_67	47102	47629	1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_68	47601	48218	1			mobidb-lite|consensus disorder prediction				
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_69	48222	48365	1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_70	48362	49060	1	-	-					
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_71	49042	49656	1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_72	49638	50192	-1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_73	50226	50621	1			PF01844|HNH endonuclease;SM00507|HNH_5;cd00085|HNHc				
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_74	50600	50983	1			SSF50199|Staphylococcal nuclease				
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_75	50977	51219	1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_76	51216	51632	1	-	-	mobidb-lite|consensus disorder prediction				
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_77	51767	52177	1			mobidb-lite|consensus disorder prediction				
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_78	52158	52508	1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_79	52505	53449	1	O	Subtilisin-like serine	G3DSA:3.40.50.200|Peptidase S8/S53 domain;PF00082|Subtilase family;PR00723|Subtilisin serine protease family (S8) signature;PS00136|Serine proteases, subtilase family, aspartic acid active site.;PS00137|Serine proteases, subtilase family, histidine active site.;PS00138|Serine proteases, subtilase family, serine active site.;PS51892|Serine proteases, subtilase domain profile.;PTHR43806|PEPTIDASE S8;SSF52743|Subtilisin-like;cd07477|Peptidases_S8_Subtilisin_subset				
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_80	53446	53976	1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_81	53969	54913	1	O	Belongs to the peptidase C1 family	SSF54001|Cysteine proteinases				
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_82	54906	55178	1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_83	55157	55540	1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_84	55619	55840	1			Coil|Coil				
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_85	56230	57012	-1	L	Resolvase, N terminal domain	G3DSA:3.40.50.1390|-;PF00239|Resolvase, N terminal domain;PS00397|Site-specific recombinases active site.;PS51736|Resolvase/invertase-type recombinase catalytic domain profile.;PTHR30461|DNA-INVERTASE FROM LAMBDOID PROPHAGE;SM00857|resolvase_6;SSF53041|Resolvase-like;cd03768|SR_ResInv				
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_86	57017	57430	-1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_87	57417	57626	-1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_88	57619	58002	-1			Coil|Coil				
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_89	58006	58218	-1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_90	58222	58485	-1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_91	58496	58780	-1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_92	58773	59123	-1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_93	59120	59341	-1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_94	59338	59475	-1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_95	59450	59743	-1			mobidb-lite|consensus disorder prediction				
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_96	59755	59952	-1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_97	60013	60471	-1			Coil|Coil				
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_98	60468	60791	-1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_99	60784	61041	-1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_100	61031	61222	-1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_101	61219	61614	-1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_102	61604	61762	-1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_103	61762	62133	-1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_104	62130	62345	-1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_105	62345	62707	-1	-	-					
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_106	62709	62906	-1			Coil|Coil				
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_107	62893	63123	-1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_108	63113	63430	-1	-	-					
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_109	63432	63635	-1			Coil|Coil				
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_110	63628	63858	-1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_111	63867	64679	-1	-	-					
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_112	64796	65317	-1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_113	65719	66612	1			mobidb-lite|consensus disorder prediction				
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_114	67064	67891	1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_115	67873	68331	1			mobidb-lite|consensus disorder prediction				
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_116	68348	68617	1			Coil|Coil;mobidb-lite|consensus disorder prediction				
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_117	68664	68939	1	-	-	mobidb-lite|consensus disorder prediction				
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_118	69176	69439	1	-	-	G3DSA:3.30.40.220|-				
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_119	69452	70279	1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_120	70279	70401	1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_121	70398	70616	1	-	-					
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_122	70731	71429	1	S	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity	G3DSA:3.40.1800.10|-;PF02945|Recombination endonuclease VII;SSF54060|His-Me finger endonucleases;mobidb-lite|consensus disorder prediction				
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_123	71384	72427	1			mobidb-lite|consensus disorder prediction				
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_124	72427	73542	1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_125	73560	74114	1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_126	74327	75949	1			Coil|Coil;mobidb-lite|consensus disorder prediction				
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_127	76002	76238	1	-	-					
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_128	76208	77575	1	G	Methyltransferase domain	G3DSA:3.40.50.150|Vaccinia Virus protein VP39;PF13578|Methyltransferase domain;SSF53335|S-adenosyl-L-methionine-dependent methyltransferases				
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_129	77568	78194	1			mobidb-lite|consensus disorder prediction				
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_130	78191	79900	1			G3DSA:3.30.420.280|-;PF03237|Terminase large subunit, T4likevirus-type, N-terminal;mobidb-lite|consensus disorder prediction				
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_131	79897	80214	1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_132	80244	80894	1	L	HNH endonuclease	G3DSA:3.90.75.20|-;PF13392|HNH endonuclease;SSF54060|His-Me finger endonucleases;mobidb-lite|consensus disorder prediction				
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_133	80891	82882	1			mobidb-lite|consensus disorder prediction				
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_134	82889	83416	1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_135	83413	83739	1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_136	83741	84055	1			SSF69349|Phage fibre proteins				
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_137	84080	84637	1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_138	84674	85471	1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_139	85468	85782	1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_140	85891	86193	1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_141	86190	86450	1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_142	86435	86650	1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_143	86679	86894	1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_144	86908	87120	1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_145	87262	87444	1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_146	87500	87841	1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_147	87893	88258	1			mobidb-lite|consensus disorder prediction				
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_148	88721	89836	1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_149	89833	90102	1							
SRR23967302_RNODE_1422_length_60698_cov_10.85283	SRR23967302_RNODE_1422_length_60698_cov_10.85283_150	90099	92912	1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_37	25004	25327	1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_38	25355	25675	1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_39	25680	26042	1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_40	26078	26632	1	-	-	mobidb-lite|consensus disorder prediction				
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_41	26635	26814	1			mobidb-lite|consensus disorder prediction				
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_42	26827	29214	1	D	phage tail tape measure protein	Coil|Coil;PF10145|Phage-related minor tail protein;PTHR37813|FELS-2 PROPHAGE PROTEIN;TIGR01760|JCVI: phage tail tape measure protein;mobidb-lite|consensus disorder prediction				
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_43	29224	30183	1	-	-	mobidb-lite|consensus disorder prediction				
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_44	30183	30866	1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_45	30868	31782	1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_46	31779	32102	1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_47	32109	33047	1	-	-	PF11051|Mannosyltransferase putative;PTHR31646|ALPHA-1,2-MANNOSYLTRANSFERASE MNN2;SSF53448|Nucleotide-diphospho-sugar transferases				
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_48	33077	33352	1			PF10263|SprT-like family				
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_49	33356	33607	1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_50	33586	34659	1	-	-	Coil|Coil;SSF56300|Metallo-dependent phosphatases				
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_51	34652	35263	1	-	-	Coil|Coil;PF19905|Domain of unknown function (DUF6378)				
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_52	35315	35548	1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_53	35549	36085	1	-	-					
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_54	36085	36552	1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_55	36549	36923	1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_56	36920	37168	1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_57	37165	37620	1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_58	37643	38737	1	O	Belongs to the peptidase C1 family	G3DSA:3.90.70.10|Cysteine proteinases;SSF54001|Cysteine proteinases;mobidb-lite|consensus disorder prediction				
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_59	38734	38991	1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_60	38991	39350	1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_61	39353	39745	1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_62	39858	40166	1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_63	40230	40475	-1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_64	40533	41453	-1	L	Belongs to the 'phage' integrase family	G3DSA:1.10.150.130|-;G3DSA:1.10.443.10|Intergrase catalytic core;PF00589|Phage integrase family;PS51898|Tyrosine recombinase domain profile.;PS51900|Core-binding (CB) domain profile.;SSF56349|DNA breaking-rejoining enzymes				
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_65	41661	41930	1			mobidb-lite|consensus disorder prediction				
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_66	42058	42264	1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_67	42330	42848	1	L	Bifunctional DNA primase/polymerase, N-terminal	PF09250|Bifunctional DNA primase/polymerase, N-terminal;SM00943|Prim_Pol_2_a;SSF56747|Prim-pol domain;cd04859|Prim_Pol				
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_68	42876	43016	1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_69	43196	43483	1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_70	43582	44049	1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_71	44073	44900	1	-	-	PF03837|RecT family				
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_72	44915	45157	1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_73	45837	46169	1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_74	46166	46984	1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_75	47073	47972	1	KT	Belongs to the MT-A70-like family	G3DSA:3.90.1530.30|-;PF02195|ParB/Sulfiredoxin domain;PF14216|Domain of unknown function (DUF4326);SSF110849|ParB/Sulfiredoxin;mobidb-lite|consensus disorder prediction				
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_76	47986	48795	1	-	-	mobidb-lite|consensus disorder prediction				
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_77	48792	49043	1	K	pyridoxamine 5-phosphate oxidase-related	G3DSA:1.10.10.10|-;PF01726|LexA DNA binding domain;SSF46785|Winged helix DNA-binding domain				
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_78	49040	49288	1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_79	49391	50509	1	L	Confers DNA tethering and processivity to DNA polymerases and other proteins. Acts as a clamp, forming a ring around DNA (a reaction catalyzed by the clamp-loading complex) which diffuses in an ATP-independent manner freely and bidirectionally along dsDNA. Initially characterized for its ability to contact the catalytic subunit of DNA polymerase III (Pol III), a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria	G3DSA:3.10.150.10|DNA Polymerase III, subunit A, domain 2;G3DSA:3.70.10.10|-;PF00712|DNA polymerase III beta subunit, N-terminal domain;PF02767|DNA polymerase III beta subunit, central domain;PTHR30478|DNA POLYMERASE III SUBUNIT BETA;SM00480|pol35;SSF55979|DNA clamp;cd00140|beta_clamp				
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_80	50826	50948	1			Coil|Coil				
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_81	50948	51301	1	-	-					
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_82	51431	54583	1	S	Phage terminase large subunit (GpA)	G3DSA:3.10.28.10|Homing endonucleases;G3DSA:3.40.50.300|-;PF14528|LAGLIDADG-like domain;PF20454|Terminase large subunit gpA, endonuclease domain;PR00379|Intein signature;PS50819|Intein DOD-type homing endonuclease domain profile.;SSF51294|Hedgehog/intein (Hint) domain;SSF52540|P-loop containing nucleoside triphosphate hydrolases;SSF55608|Homing endonucleases;mobidb-lite|consensus disorder prediction				
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_83	54580	54726	1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_84	54774	54977	1			mobidb-lite|consensus disorder prediction				
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_85	55029	56420	1	S	Phage portal protein, lambda family	PF05136|Phage portal protein, lambda family				
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_86	56476	58314	1	D	Lytic transglycosylase with a strong preference for naked glycan strands that lack stem peptides	Coil|Coil;PF10124|Mu-like prophage major head subunit gpT				
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_87	58391	58708	1	S	Uncharacterized conserved protein (DUF2190)	PF09956|Uncharacterized conserved protein (DUF2190)				
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_88	58834	59490	1	-	-					
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_89	59490	59861	1	M	self proteolysis					
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_90	59870	61015	1	S	Phage tail repeat like					
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_91	61015	61182	1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_92	61179	61403	1	S	virus tail, fiber					
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_93	61403	61759	1	-	-					
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_94	61783	62637	1	M	Concanavalin A-like lectin/glucanases superfamily	G3DSA:2.60.120.200|-;PF13385|Concanavalin A-like lectin/glucanases superfamily;SSF49899|Concanavalin A-like lectins/glucanases;mobidb-lite|consensus disorder prediction				
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_95	62650	64062	1	-	-	G3DSA:2.10.10.30|-;PF18454|Major tropism determinant N-terminal domain;SSF69349|Phage fibre proteins;mobidb-lite|consensus disorder prediction				
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_96	64075	64380	1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_97	64908	65339	1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_98	65332	65817	1	-	-					
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_99	65905	66153	1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_100	66238	66477	1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_101	66521	66799	1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_102	66839	67330	1			mobidb-lite|consensus disorder prediction				
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_103	67327	67857	1			Coil|Coil				
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_104	67705	68439	-1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_105	68408	68560	-1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_106	68696	69565	1	K	Leucine rich repeats (6 copies)	PTHR24023|COLLAGEN ALPHA;mobidb-lite|consensus disorder prediction				
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_107	69575	69952	1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_108	69952	71043	1	M	glycosyltransferase involved in LPS biosynthesis	G3DSA:2.115.10.20|Glycosyl hydrolase domain; family 43				
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_109	71012	71560	1	M	Tellurite resistance protein TehB	G3DSA:3.40.50.150|Vaccinia Virus protein VP39;PF13578|Methyltransferase domain;SSF53335|S-adenosyl-L-methionine-dependent methyltransferases				
